CD_MUNICIPIO_7,CD_MUNICIPIO,REGIONAL_SAUDE,NM_CIDADE,UF_MUNICIPIO,NM_REGIAO,CIDADES_HABITANTES,ID_SINGULAR
2916401,291640,Itapetinga,Itapetinga,BA,Nordeste,77408,
3522307,352230,Sorocaba,Itapetininga,SP,Sudeste,167106,031
3133600,313360,Pouso Alegre,Itapeva,MG,Sudeste,9976,
3522406,352240,Sorocaba,Itapeva,SP,Sudeste,95241,031
3522505,352250,Grande São Paulo,Itapevi,SP,Sudeste,244131,007
2916500,291650,Alagoinhas,Itapicuru,BA,Nordeste,36173,162
2306405,230640,Itapipoca,Itapipoca,CE,Nordeste,131687,040
3522604,352260,São João da Boa Vista,Itapira,SP,Sudeste,75683,008
1302009,130200,Médio Amazonas,Itapiranga,AM,Norte,9312,037
4208401,420840,São Miguel do Oeste,Itapiranga,SC,Sul,17139,011
5211008,521100,Rio Vermelho,Itapirapuã,GO,Centro-Oeste,4380,
3522653,352265,Sorocaba,Itapirapuã Paulista,SP,Sudeste,4294,900
1710904,171090,Região de Saúde de Araguaia-Tocantins,Itapiratins,TO,Norte,3814,001
2607752,260775,Recife,Itapissuma,PE,Nordeste,27144,
2916609,291660,Itabuna,Itapitanga,BA,Nordeste,10284,
2306504,230650,Baturité,Itapiúna,CE,Nordeste,20653,040
4208450,420845,Joinville,Itapoá,SC,Sul,21766,011
3522703,352270,Araraquara,Itápolis,SP,Sudeste,43536,048
5004502,500450,NCT de Dourados,Itaporã,MS,Centro-Oeste,25478,018
1711100,171110,Região de Saúde de Lobo Guará,Itaporã do Tocantins,TO,Norte,2412,001
2507002,250700,VII Núcleo Regional de Saúde,Itaporanga,PB,Nordeste,24960,
3522802,352280,Bauru,Itaporanga,SP,Sudeste,15197,072
2803203,280320,Região Aracaju,Itaporanga d'Ajuda,SE,Nordeste,35054,
2507101,250710,I Núcleo Regional de Saúde,Itapororoca,PB,Nordeste,18978,
1101104,110110,Departamento de Epidemiologia,Itapuã do Oeste,RO,Norte,10819,166
4310579,431057,CRS 16 Lajeado,Itapuca,RS,Sul,2037,003
3522901,352290,Bauru,Itapuí,SP,Sudeste,14297,007
3523008,352300,Araçatuba,Itapura,SP,Sudeste,4994,132
5211206,521120,Rio Vermelho,Itapuranga,GO,Centro-Oeste,25597,020
3523107,352310,Grande São Paulo,Itaquaquecetuba,SP,Sudeste,379082,007
2916708,291670,Jequié,Itaquara,BA,Nordeste,8375,
4310603,431060,CRS 10 Alegrete,Itaqui,RS,Sul,37363,074
5004601,500460,NCT de Naviraí,Itaquiraí,MS,Centro-Oeste,21604,018
2607802,260780,Goiana,Itaquitinga,PE,Nordeste,17056,
3202900,320290,SR Vitória,Itarana,ES,Sudeste,10433,156
2916807,291680,Itapetinga,Itarantim,BA,Nordeste,19937,
3523206,352320,Sorocaba,Itararé,SP,Sudeste,50778,031
2306553,230655,Acaraú,Itarema,CE,Nordeste,42595,040
3523305,352330,Registro,Itariri,SP,Sudeste,17754,900
5211305,521130,Sudoeste I,Itarumã,GO,Centro-Oeste,7337,130
4310652,431065,CRS 18 Osório,Itati,RS,Sul,2377,006
3302254,330225,Médio Paraíba,Itatiaia,RJ,Sudeste,32312,170
3133709,313370,Divinópolis,Itatiaiuçu,MG,Sudeste,11354,009
3523404,352340,Campinas,Itatiba,SP,Sudeste,124254,034
4310702,431070,CRS 11 Erechim,Itatiba do Sul,RS,Sul,3143,005
2916856,291685,Amargosa,Itatim,BA,Nordeste,14588,
3523503,352350,Bauru,Itatinga,SP,Sudeste,21139,122
2306603,230660,Canindé,Itatira,CE,Nordeste,22018,040
2507200,250720,XII Núcleo Regional de Saúde,Itatuba,PB,Nordeste,11069,
2404903,240490,VI ETAM,Itaú,RN,Nordeste,5916,
3133758,313375,Passos,Itaú de Minas,MG,Sudeste,16286,160
5104559,510455,Colíder,Itaúba,MT,Centro-Oeste,3609,062
1600253,160025,I Regional de Saúde,Itaubal,AP,Norte,5730,138
5211404,521140,Central,Itauçu,GO,Centro-Oeste,8968,
2205102,220510,TD Vale dos Rios Piauí e Itaueiras,Itaueira,PI,Nordeste,11037,
3133808,313380,Divinópolis,Itaúna,MG,Sudeste,94455,045
4111308,411130,Paranavaí,Itaúna do Sul,PR,Sul,2700,
3133907,313390,Barbacena,Itaverava,MG,Sudeste,5321,045
3134004,313400,Pedra Azul,Itinga,MG,Sudeste,15053,045
2105427,210542,Carajás,Itinga do Maranhão,MA,Nordeste,26134,029
5104609,510460,Rondonópolis,Itiquira,MT,Centro-Oeste,13727,062
3523602,352360,Piracicaba,Itirapina,SP,Sudeste,18610,028
3523701,352370,Franca,Itirapuã,SP,Sudeste,6587,076
2916906,291690,Jequié,Itiruçu,BA,Nordeste,12482,
2917003,291700,Senhor do Bonfim,Itiúba,BA,Nordeste,36140,
3523800,352380,São João da Boa Vista,Itobi,SP,Sudeste,7862,094
2917102,291710,Itapetinga,Itororó,BA,Nordeste,20394,
3523909,352390,Sorocaba,Itu,SP,Sudeste,177150,031
2917201,291720,Brumado,Ituaçu,BA,Nordeste,19095,
2917300,291730,Gandu,Ituberá,BA,Nordeste,28870,
3134103,313410,Governador Valadares,Itueta,MG,Sudeste,6074,045
3134202,313420,Ituiutaba,Ituiutaba,MG,Sudeste,105818,045
5211503,521150,Sul,Itumbiara,GO,Centro-Oeste,106845,056
3134301,313430,Varginha,Itumirim,MG,Sudeste,5978,045
3524006,352400,Campinas,Itupeva,SP,Sudeste,64330,034
1503705,150370,Itacaiúnas Tocantins,Itupiranga,PA,Norte,53439,029
4208500,420850,Rio do Sul,Ituporanga,SC,Sul,25619,011
3134400,313440,Uberaba,Iturama,MG,Sudeste,40101,015
3134509,313450,Varginha,Itutinga,MG,Sudeste,3749,045
3524105,352410,Franca,Ituverava,SP,Sudeste,42259,008
2917334,291733,Guanambi,Iuiu,BA,Nordeste,11038,
3203007,320300,SR Cachoeiro do Itapemirim,Iúna,ES,Sudeste,29417,156
4111407,411140,Ponta Grossa,Ivaí,PR,Sul,14049,052
4111506,411150,Ivaiporã,Ivaiporã,PR,Sul,31886,046
4111555,411155,Umuarama,Ivaté,PR,Sul,8294,
4111605,411160,Maringá,Ivatuba,PR,Sul,3299,098
5004700,500470,NCT de Nova Andradina,Ivinhema,MS,Centro-Oeste,23277,018
5211602,521160,Oeste I,Ivolândia,GO,Centro-Oeste,2295,
4310751,431075,CRS 04 Santa Maria,Ivorá,RS,Sul,1854,801
4310801,431080,CRS 01 Porto Alegre,Ivoti,RS,Sul,25068,174
2607901,260790,Recife,Jaboatão dos Guararapes,PE,Nordeste,711330,
4208609,420860,Joaçaba,Jaborá,SC,Sul,3899,011
2917359,291735,Santa Maria da Vitória,Jaborandi,BA,Nordeste,8176,
3524204,352420,Barretos,Jaborandi,SP,Sudeste,6963,076
4111704,411170,Jacarezinho,Jaboti,PR,Sul,5332,046
4310850,431085,CRS 15 Palmeira das Missões,Jaboticaba,RS,Sul,3738,014
3524303,352430,Ribeirão Preto,Jaboticabal,SP,Sudeste,78029,076
3134608,313460,Belo Horizonte,Jaboticatubas,MG,Sudeste,20683,009
2405009,240500,V ETAM,Jaçanã,RN,Nordeste,9341,
2917409,291740,Caetité,Jacaraci,BA,Nordeste,14855,
2507309,250730,I Núcleo Regional de Saúde,Jacaraú,PB,Nordeste,14467,
2703403,270340,Região 03,Jacaré dos Homens,AL,Nordeste,5185,167
1503754,150375,Rio Tapajós,Jacareacanga,PA,Norte,6952,029
3524402,352440,Taubaté,Jacareí,SP,Sudeste,237119,079
4111803,411180,Jacarezinho,Jacarezinho,PR,Sul,39268,046
3524501,352450,São José do Rio Preto,Jaci,SP,Sudeste,7322,026
5104807,510480,Rondonópolis,Jaciara,MT,Centro-Oeste,27696,062
3134707,313470,Pedra Azul,Jacinto,MG,Sudeste,12320,045
4208708,420870,Araranguá,Jacinto Machado,SC,Sul,10337,011
2917508,291750,Jacobina,Jacobina,BA,Nordeste,80749,
2205151,220515,TD Vale do Rio Guaribas,Jacobina do Piauí,PI,Nordeste,5718,
3134806,313480,Passos,Jacuí,MG,Sudeste,7695,045
2703502,270350,Região 01,Jacuípe,AL,Nordeste,6992,038
4310876,431087,CRS 09 Cruz Alta,Jacuizinho,RS,Sul,2718,014
1503804,150380,Itacaiúnas Tocantins,Jacundá,PA,Norte,60517,029
3524600,352460,Registro,Jacupiranga,SP,Sudeste,17911,900
3134905,313490,Pouso Alegre,Jacutinga,MG,Sudeste,26538,
4310900,431090,CRS 11 Erechim,Jacutinga,RS,Sul,3532,005
4111902,411190,Londrina,Jaguapitã,PR,Sul,13861,046
2917607,291760,Jequié,Jaguaquara,BA,Nordeste,54913,
3135001,313500,Coronel Fabriciano,Jaguaraçu,MG,Sudeste,3151,045
4311007,431100,CRS 03 Pelotas,Jaguarão,RS,Sul,26327,006
2917706,291770,Senhor do Bonfim,Jaguarari,BA,Nordeste,33915,
3203056,320305,SR São Mateus,Jaguaré,ES,Sudeste,31589,156
2306702,230670,Russas,Jaguaretama,CE,Nordeste,18133,040
4311106,431110,CRS 04 Santa Maria,Jaguari,RS,Sul,10684,801
4112009,411200,Ponta Grossa,Jaguariaíva,PR,Sul,35192,052
2306801,230680,Limoeiro do Norte,Jaguaribara,CE,Nordeste,11580,040
2306900,230690,Limoeiro do Norte,Jaguaribe,CE,Nordeste,34592,040
2917805,291780,Santo Antônio de Jesus,Jaguaripe,BA,Nordeste,19162,
3524709,352470,Campinas,Jaguariúna,SP,Sudeste,59921,008
2307007,230700,Russas,Jaguaruana,CE,Nordeste,33960,040
4208807,420880,Tubarão,Jaguaruna,SC,Sul,20547,011
3135050,313505,Montes Claros,Jaíba,MG,Sudeste,39850,045
2205201,220520,TD Vale do Rio Guaribas,Jaicós,PI,Nordeste,19233,
3524808,352480,São José do Rio Preto,Jales,SP,Sudeste,49291,132
3524907,352490,Taubaté,Jambeiro,SP,Sudeste,6828,090
3135076,313507,Governador Valadares,Jampruca,MG,Sudeste,5453,045
3135100,313510,Montes Claros,Janaúba,MG,Sudeste,72374,045
5211701,521170,Centro Sul,Jandaia,GO,Centro-Oeste,6001,
4112108,411210,Apucarana,Jandaia do Sul,PR,Sul,21281,098
2405108,240510,III ETAM,Jandaíra,RN,Nordeste,6907,
2917904,291790,Alagoinhas,Jandaíra,BA,Nordeste,10742,
3525003,352500,Grande São Paulo,Jandira,SP,Sudeste,127734,007
2405207,240520,II ETAM,Janduís,RN,Nordeste,5228,
5104906,510490,Baixada Cuiabana,Jangada,MT,Centro-Oeste,8420,062
4112207,411220,Campo Mourão,Janiópolis,PR,Sul,4948,
3135209,313520,Januária,Januária,MG,Sudeste,67958,045
2405306,240530,V ETAM,Januário Cicco,RN,Nordeste,10367,
3135308,313530,Divinópolis,Japaraíba,MG,Sudeste,4418,045
2703601,270360,Região 01,Japaratinga,AL,Nordeste,8444,038
2803302,280330,Região Nossa Senhora do Socorro,Japaratuba,SE,Nordeste,19067,
3302270,330227,Metropolitana I,Japeri,RJ,Sudeste,106296,176
2405405,240540,V ETAM,Japi,RN,Nordeste,4935,
4112306,411230,Jacarezinho,Japira,PR,Sul,4929,
2803401,280340,Região Propriá,Japoatã,SE,Nordeste,13422,
3135357,313535,Januária,Japonvar,MG,Sudeste,7991,045
5004809,500480,NCT de Naviraí,Japorã,MS,Centro-Oeste,9372,018
1302108,130210,Triângulo,Japurá,AM,Norte,1755,037
4112405,411240,Cianorte,Japurá,PR,Sul,9573,098
2607950,260795,Palmares,Jaqueira,PE,Nordeste,11632,
4311122,431112,CRS 05 Caxias do Sul,Jaquirana,RS,Sul,3611,174
5211800,521180,São Patrício,Jaraguá,GO,Centro-Oeste,52160,020
4208906,420890,Jaraguá do Sul,Jaraguá do Sul,SC,Sul,184579,011
5004908,500490,NCT de Campo Grande,Jaraguari,MS,Centro-Oeste,7342,004
2703700,270370,Região 04,Jaramataia,AL,Nordeste,5751,167
2307106,230710,Juazeiro do Norte,Jardim,CE,Nordeste,27187,
5005004,500500,NCT de Jardim,Jardim,MS,Centro-Oeste,26375,004
4112504,411250,Ivaiporã,Jardim Alegre,PR,Sul,11067,
2405504,240550,III ETAM,Jardim de Angicos,RN,Nordeste,2600,
2405603,240560,IV ETAM,Jardim de Piranhas,RN,Nordeste,15044,112
2205250,220525,TD Entre Rios,Jardim do Mulato,PI,Nordeste,4522,
2405702,240570,IV ETAM,Jardim do Seridó,RN,Nordeste,12397,112
4112603,411260,Paranavaí,Jardim Olinda,PR,Sul,1309,
3525102,352510,Ribeirão Preto,Jardinópolis,SP,Sudeste,45544,008
4208955,420895,Chapecó,Jardinópolis,SC,Sul,1520,011
4311130,431113,CRS 04 Santa Maria,Jari,RS,Sul,3472,801
3525201,352520,Campinas,Jarinu,SP,Sudeste,31173,034
1100114,110011,I Delegacia Regional de Saúde,Jaru,RO,Norte,51469,166
5211909,521190,Sudoeste II,Jataí,GO,Centro-Oeste,103221,130
4112702,411270,Londrina,Jataizinho,PR,Sul,12687,046
2608008,260800,Caruaru,Jataúba,PE,Nordeste,17305,
5005103,500510,NCT de Fátima do Sul,Jateí,MS,Centro-Oeste,4015,018
2307205,230720,Brejo Santo,Jati,CE,Nordeste,8150,040
2105450,210545,Alpercatas,Jatobá,MA,Nordeste,10464,029
2608057,260805,Arcoverde,Jatobá,PE,Nordeste,14904,
2205276,220527,TD Carnaubais,Jatobá do Piauí,PI,Nordeste,4885,
3525300,352530,Bauru,Jaú,SP,Sudeste,153463,900
1711506,171150,Região de Saúde do Sul Angical,Jaú do Tocantins,TO,Norte,3906,001
5212006,521200,Oeste I,Jaupaci,GO,Centro-Oeste,2843,
5105002,510500,Pontes e Lacerda,Jauru,MT,Centro-Oeste,8377,062
3135407,313540,Barbacena,Jeceaba,MG,Sudeste,4795,045
3135456,313545,Diamantina,Jenipapo de Minas,MG,Sudeste,7781,045
2105476,210547,Guajajaras,Jenipapo dos Vieiras,MA,Nordeste,17123,029
3135506,313550,Ponte Nova,Jequeri,MG,Sudeste,12246,045
2703759,270375,Região 02,Jequiá da Praia,AL,Nordeste,11495,038
2918001,291800,Jequié,Jequié,BA,Nordeste,156277,
3135605,313560,Montes Claros,Jequitaí,MG,Sudeste,7407,045
3135704,313570,Sete Lagoas,Jequitibá,MG,Sudeste,5203,045
3135803,313580,Pedra Azul,Jequitinhonha,MG,Sudeste,25555,045
2918100,291810,Paulo Afonso,Jeremoabo,BA,Nordeste,40832,162
2507408,250740,VIII Núcleo Regional de Saúde,Jericó,PB,Nordeste,7751,
3525409,352540,Franca,Jeriquara,SP,Sudeste,3143,076
3203106,320310,SR Cachoeiro do Itapemirim,Jerônimo Monteiro,ES,Sudeste,12336,156
2205300,220530,TD Vale dos Rios Piauí e Itaueiras,Jerumenha,PI,Nordeste,4443,
3135902,313590,Varginha,Jesuânia,MG,Sudeste,4774,
4112751,411275,Cascavel,Jesuítas,PR,Sul,8251,
5212055,521205,Central,Jesúpolis,GO,Centro-Oeste,2497,020
1100122,110012,I Delegacia Regional de Saúde,Ji-Paraná,RO,Norte,131026,166
2307254,230725,Acaraú,Jijoca de Jericoacoara,CE,Nordeste,20351,040
2918209,291820,Amargosa,Jiquiriçá,BA,Nordeste,14576,
2918308,291830,Jequié,Jitaúna,BA,Nordeste,10470,
4209003,420900,Joaçaba,Joaçaba,SC,Sul,30684,011
3136009,313600,Pedra Azul,Joaíma,MG,Sudeste,15476,045
3136108,313610,Coronel Fabriciano,Joanésia,MG,Sudeste,4382,045
3525508,352550,Campinas,Joanópolis,SP,Sudeste,13453,900
2608107,260810,Limoeiro,João Alfredo,PE,Nordeste,33570,
2405801,240580,III ETAM,João Câmara,RN,Nordeste,35360,
2205359,220535,TD Serra da Capivara,João Costa,PI,Nordeste,3003,
2405900,240590,VI ETAM,João Dias,RN,Nordeste,2653,
2918357,291835,Irecê,João Dourado,BA,Nordeste,25606,
2105500,210550,Tocantins,João Lisboa,MA,Nordeste,23677,029
3136207,313620,Itabira,João Monlevade,MG,Sudeste,80903,045
3203130,320313,SR Colatina,João Neiva,ES,Sudeste,16774,156
2507507,250750,I Núcleo Regional de Saúde,João Pessoa,PB,Nordeste,825796,033
3136306,313630,Patos de Minas,João Pinheiro,MG,Sudeste,47990,045
3525607,352560,Presidente Prudente,João Ramalho,SP,Sudeste,4577,075
3136405,313640,Montes Claros,Joaquim Felício,MG,Sudeste,4757,045
2703809,270380,Região 05,Joaquim Gomes,AL,Nordeste,24167,038
2608206,260820,Palmares,Joaquim Nabuco,PE,Nordeste,15999,
2205409,220540,TD dos Cocais,Joaquim Pires,PI,Nordeste,14396,
4112801,411280,Jacarezinho,Joaquim Távora,PR,Sul,12108,046
2513653,251365,IX Núcleo Regional de Saúde,Joca Claudino,PB,Nordeste,2640,
2205458,220545,TD dos Cocais,Joca Marques,PI,Nordeste,5488,
4311155,431115,CRS 17 Ijuí,Jóia,RS,Sul,8571,183
4209102,420910,Joinville,Joinville,SC,Sul,604708,011
3136504,313650,Pedra Azul,Jordânia,MG,Sudeste,10872,045
1200328,120032,Cruzeiro do Sul,Jordão,AC,Norte,8628,169
4209151,420915,Rio do Sul,José Boiteux,SC,Sul,5019,011
3525706,352570,São José do Rio Preto,José Bonifácio,SP,Sudeste,37707,026
2406007,240600,VI ETAM,José da Penha,RN,Nordeste,5941,
2205508,220550,TD Entre Rios,José de Freitas,PI,Nordeste,39457,
3136520,313652,Diamantina,José Gonçalves de Minas,MG,Sudeste,4474,045
3136553,313655,Governador Valadares,José Raydan,MG,Sudeste,5104,045
2105609,210560,Flores,Joselândia,MA,Nordeste,16228,029
3136579,313657,Montes Claros,Josenópolis,MG,Sudeste,4911,045
5212105,521210,Sul,Joviânia,GO,Centro-Oeste,7417,056
5105101,510510,Juara,Juara,MT,Centro-Oeste,35275,062
2507606,250760,XII Núcleo Regional de Saúde,Juarez Távora,PB,Nordeste,8014,
1711803,171180,Região de Saúde de Araguaia-Tocantins,Juarina,TO,Norte,2174,001
3136652,313665,Belo Horizonte,Juatuba,MG,Sudeste,27823,009
2507705,250770,III Núcleo Regional de Saúde,Juazeirinho,PB,Nordeste,18422,
2918407,291840,Juazeiro,Juazeiro,BA,Nordeste,219544,162
2307304,230730,Juazeiro do Norte,Juazeiro do Norte,CE,Nordeste,278264,040
2205516,220551,TD Carnaubais,Juazeiro do Piauí,PI,Nordeste,5491,
2307403,230740,Iguatu,Jucás,CE,Nordeste,24949,040
2608255,260825,Garanhuns,Jucati,PE,Nordeste,11545,104
2918456,291845,Teixeira de Freitas,Jucuruçu,BA,Nordeste,8856,
2406106,240610,IV ETAM,Jucurutu,RN,Nordeste,18335,112
5105150,510515,Juína,Juína,MT,Centro-Oeste,41190,062
3136702,313670,Juiz de Fora,Juiz de Fora,MG,Sudeste,577532,042
2205524,220552,TD Chapada das Mangabeiras,Júlio Borges,PI,Nordeste,5653,
4311205,431120,CRS 04 Santa Maria,Júlio de Castilhos,RS,Sul,19159,801
3525805,352580,Marília,Júlio Mesquita,SP,Sudeste,4824,101
3525854,352585,Sorocaba,Jumirim,SP,Sudeste,3467,016
2105658,210565,Baixo Turi,Junco do Maranhão,MA,Nordeste,4334,029
2507804,250780,VI Núcleo Regional de Saúde,Junco do Seridó,PB,Nordeste,7238,
2406155,240615,I ETAM,Jundiá,RN,Nordeste,3945,038
2703908,270390,Região 05,Jundiá,AL,Nordeste,4119,
3525904,352590,Campinas,Jundiaí,SP,Sudeste,426935,034
4112900,411290,Jacarezinho,Jundiaí do Sul,PR,Sul,3248,
2704005,270400,Região 02,Junqueiro,AL,Nordeste,24716,167
3526001,352600,Presidente Prudente,Junqueirópolis,SP,Sudeste,20978,075
2608305,260830,Garanhuns,Jupi,PE,Nordeste,15007,104
4209177,420917,Xanxerê,Jupiá,SC,Sul,2083,011
3526100,352610,Registro,Juquiá,SP,Sudeste,18627,900
3526209,352620,Grande São Paulo,Juquitiba,SP,Sudeste,31844,900
3136801,313680,Montes Claros,Juramento,MG,Sudeste,4359,045
4112959,411295,Campo Mourão,Juranda,PR,Sul,7244,
2205532,220553,TD Serra da Capivara,Jurema,PI,Nordeste,4790,
2608404,260840,Caruaru,Jurema,PE,Nordeste,15483,
2507903,250790,XII Núcleo Regional de Saúde,Juripiranga,PB,Nordeste,10830,
2508000,250800,XI Núcleo Regional de Saúde,Juru,PB,Nordeste,9831,
1302207,130220,Triângulo,Juruá,AM,Norte,15495,037
3136900,313690,Alfenas,Juruaia,MG,Sudeste,10795,160
5105176,510517,Juína,Juruena,MT,Centro-Oeste,16811,062
1503903,150390,Calha Norte,Juruti,PA,Norte,59961,029
5105200,510520,Rondonópolis,Juscimeira,MT,Centro-Oeste,11124,062
2918506,291850,Irecê,Jussara,BA,Nordeste,15241,
4113007,411300,Cianorte,Jussara,PR,Sul,7069,098
5212204,521220,Rio Vermelho,Jussara,GO,Centro-Oeste,18266,020
2918555,291855,Itabuna,Jussari,BA,Nordeste,5706,078
2918605,291860,Brumado,Jussiape,BA,Nordeste,5777,
1302306,130230,Triângulo,Jutaí,AM,Norte,13462,037
5005152,500515,NCT de Naviraí,Juti,MS,Centro-Oeste,6861,018
3136959,313695,Januária,Juvenília,MG,Sudeste,5706,045
4113106,411310,Apucarana,Kaloré,PR,Sul,3996,046
1302405,130240,Amazonas,Lábrea,AM,Norte,47685,037
4209201,420920,Joaçaba,Lacerdópolis,SC,Sul,2248,011
3137007,313700,Teófilo Otoni,Ladainha,MG,Sudeste,18272,045
5005202,500520,NCT de Corumbá,Ladário,MS,Centro-Oeste,24040,004
2918704,291870,Jequié,Lafaiete Coutinho,BA,Nordeste,3663,
3137106,313710,Patos de Minas,Lagamar,MG,Sudeste,7588,045
2803500,280350,Região Lagarto,Lagarto,SE,Nordeste,106015,054
4209300,420930,Lages,Lages,SC,Sul,157158,011
2105708,210570,Imigrantes,Lago da Pedra,MA,Nordeste,50959,029
2105807,210580,Imigrantes,Lago do Junco,MA,Nordeste,10900,029
2105948,210594,Imigrantes,Lago dos Rodrigues,MA,Nordeste,8841,029
2105906,210590,Mearim,Lago Verde,MA,Nordeste,16369,029
2508109,250810,X Núcleo Regional de Saúde,Lagoa,PB,Nordeste,4640,
2205557,220555,TD Entre Rios,Lagoa Alegre,PI,Nordeste,8610,
4311239,431123,CRS 08 Cachoeira do Sul,Lagoa Bonita do Sul,RS,Sul,2939,003
2406205,240620,I ETAM,Lagoa d'Anta,RN,Nordeste,6851,
2704104,270410,Região 04,Lagoa da Canoa,AL,Nordeste,17692,167
1711902,171190,Região de Saúde do Cantão,Lagoa da Confusão,TO,Norte,13989,001
3137205,313720,Divinópolis,Lagoa da Prata,MG,Sudeste,53236,045
2508208,250820,II Núcleo Regional de Saúde,Lagoa de Dentro,PB,Nordeste,7754,
2608503,260850,Limoeiro,Lagoa de Itaenga,PE,Nordeste,21490,
2406304,240630,I ETAM,Lagoa de Pedras,RN,Nordeste,7624,
2205573,220557,TD dos Cocais,Lagoa de São Francisco,PI,Nordeste,6795,
2406403,240640,V ETAM,Lagoa de Velhos,RN,Nordeste,2732,
2205565,220556,TD Serra da Capivara,Lagoa do Barro do Piauí,PI,Nordeste,4658,
2608453,260845,Limoeiro,Lagoa do Carro,PE,Nordeste,18429,
2105922,210592,Sertão Maranhense,Lagoa do Mato,MA,Nordeste,11280,029
2608602,260860,Garanhuns,Lagoa do Ouro,PE,Nordeste,13300,104
2205581,220558,TD Entre Rios,Lagoa do Piauí,PI,Nordeste,4086,
2205599,220559,TD Vale do Sambito,Lagoa do Sítio,PI,Nordeste,5219,
1711951,171195,Região de Saúde do Capim Dourado,Lagoa do Tocantins,TO,Norte,4470,001
2608701,260870,Palmares,Lagoa dos Gatos,PE,Nordeste,16345,
3137304,313730,Montes Claros,Lagoa dos Patos,MG,Sudeste,4062,045
4311270,431127,CRS 06 Passo Fundo,Lagoa dos Três Cantos,RS,Sul,1604,014
3137403,313740,São João Del Rei,Lagoa Dourada,MG,Sudeste,13115,045
3137502,313750,Patos de Minas,Lagoa Formosa,MG,Sudeste,18168,045
2608750,260875,Petrolina,Lagoa Grande,PE,Nordeste,26090,
3137536,313753,Patos de Minas,Lagoa Grande,MG,Sudeste,9681,045
2105963,210596,Imigrantes,Lagoa Grande do Maranhão,MA,Nordeste,11534,029
2406502,240650,IV ETAM,Lagoa Nova,RN,Nordeste,15880,112
2918753,291875,Caetité,Lagoa Real,BA,Nordeste,15870,
2406601,240660,I ETAM,Lagoa Salgada,RN,Nordeste,8348,
3137601,313760,Belo Horizonte,Lagoa Santa,MG,Sudeste,66744,009
5212253,521225,Sudoeste I,Lagoa Santa,GO,Centro-Oeste,1652,130
2508307,250830,III Núcleo Regional de Saúde,Lagoa Seca,PB,Nordeste,27728,
4311304,431130,CRS 06 Passo Fundo,Lagoa Vermelha,RS,Sul,27751,014
4311254,431125,CRS 06 Passo Fundo,Lagoão,RS,Sul,6469,003
3526308,352630,Taubaté,Lagoinha,SP,Sudeste,4882,129
2205540,220554,TD Entre Rios,Lagoinha do Piauí,PI,Nordeste,2870,
4209409,420940,Tubarão,Laguna,SC,Sul,46424,011
5005251,500525,NCT de Ponta Porã,Laguna Carapã,MS,Centro-Oeste,7496,018
2918803,291880,Amargosa,Laje,BA,Nordeste,24214,
3302304,330230,Noroeste,Laje do Muriaé,RJ,Sudeste,7298,
1712009,171200,Região de Saúde do Capim Dourado,Lajeado,TO,Norte,3199,001
4311403,431140,CRS 16 Lajeado,Lajeado,RS,Sul,86005,003
4311429,431142,CRS 15 Palmeira das Missões,Lajeado do Bugre,RS,Sul,2569,014
4209458,420945,Xanxerê,Lajeado Grande,SC,Sul,1408,011
2105989,210598,Chapada das Mesas,Lajeado Novo,MA,Nordeste,7653,029
2918902,291890,Teixeira de Freitas,Lajedão,BA,Nordeste,3993,
2919009,291900,Itaberaba,Lajedinho,BA,Nordeste,3735,
2608800,260880,Garanhuns,Lajedo,PE,Nordeste,40883,104
2919058,291905,Jequié,Lajedo do Tabocal,BA,Nordeste,8591,
2406700,240670,III ETAM,Lajes,RN,Nordeste,11410,
2406809,240680,V ETAM,Lajes Pintadas,RN,Nordeste,4768,
3137700,313770,Manhumirim,Lajinha,MG,Sudeste,19914,045
2919108,291910,Serrinha,Lamarão,BA,Nordeste,8078,
3137809,313780,Varginha,Lambari,MG,Sudeste,20995,
5105234,510523,Cáceres,Lambari D'Oeste,MT,Centro-Oeste,6246,062
3137908,313790,Barbacena,Lamim,MG,Sudeste,3366,045
2205607,220560,TD Vale dos Rios Piauí e Itaueiras,Landri Sales,PI,Nordeste,5272,
4113205,411320,Metropolitana,Lapa,PR,Sul,48651,192
2919157,291915,Irecê,Lapão,BA,Nordeste,27323,
3203163,320316,SR Vitória,Laranja da Terra,ES,Sudeste,10919,156
3138005,313800,Leopoldina,Laranjal,MG,Sudeste,6856,042
4113254,411325,Guarapuava,Laranjal,PR,Sul,5719,042
1600279,160027,I Regional de Saúde,Laranjal do Jari,AP,Norte,52302,138
3526407,352640,Bauru,Laranjal Paulista,SP,Sudeste,29047,016
2803609,280360,Região Aracaju,Laranjeiras,SE,Nordeste,30327,
4113304,411330,Guarapuava,Laranjeiras do Sul,PR,Sul,32167,
3138104,313810,Pirapora,Lassance,MG,Sudeste,6494,045
2508406,250840,X Núcleo Regional de Saúde,Lastro,PB,Nordeste,2698,
4209508,420950,Rio do Sul,Laurentino,SC,Sul,7154,011
2919207,291920,Salvador,Lauro de Freitas,BA,Nordeste,204669,019
4209607,420960,Criciúma,Lauro Müller,SC,Sul,15380,011
1712157,171215,Região de Saúde Extremo Sudeste,Lavandeira,TO,Norte,1984,001
3526506,352650,Araçatuba,Lavínia,SP,Sudeste,12581,113
3138203,313820,Varginha,Lavras,MG,Sudeste,105756,045
